Number,Gender,Age,Income
117672,Male,48,104422
117673,Male,31,110915
117674,Female,29,84944
117675,Male,50,95907
117676,Male,52,90905
117677,Male,25,94943
117678,Male,32,105268
117679,Female,39,70126
117680,Male,45,85796
117681,Female,61,98694
117682,Male,47,97775
117683,Male,27,81897
117684,Female,48,94226
117685,Female,40,85873
117686,Female,40,71700
117687,Male,42,85161
117688,Female,50,86103
117689,Male,57,77911
117690,Female,27,85417
117691,Male,65,111602
117692,Female,63,90722
117693,Male,35,94185
117694,Female,40,83869
117695,Female,40,99401
117696,Female,43,85928
117697,Male,37,87153
117698,Male,49,86296
117699,Female,47,75563
117700,Male,43,95819
117701,Female,29,71717
117702,Male,49,102230
117703,Male,53,96937
117704,Male,62,89864
117705,Female,65,84008
117706,Female,37,91158
117707,Male,54,83726
117708,Female,35,97598
117709,Male,59,93699
117710,Female,55,69133
117711,Female,50,91738
117712,Female,37,92400
117713,Male,36,106967
117714,Male,43,106430
117715,Female,57,93252
117716,Male,41,104360
117717,Female,52,73210
117718,Female,59,86262
117719,Female,46,90657
117720,Female,59,98257
117721,Male,42,98271
117722,Female,34,58144
117723,Male,26,106919
117724,Male,64,77051
117725,Male,50,92363
117726,Male,56,95260
117727,Female,56,81328
117728,Male,53,103432
117729,Female,49,74309
117730,Male,30,92469
117731,Female,26,69917
117732,Female,36,80316
117733,Female,51,98157
117734,Female,26,84889
117735,Male,37,93784
117736,Female,28,93150
117737,Female,52,96376
117738,Female,48,96889
117739,Female,60,79402
117740,Male,43,96227
117741,Male,59,91430
117742,Female,44,85648
117743,Male,63,95236
117744,Male,33,91629
117745,Female,37,81498
117746,Female,29,96091
117747,Female,38,84155
117748,Male,56,93690
117749,Female,47,75826
117750,Female,36,84225
117751,Male,64,98646
117752,Male,59,101493
117753,Male,61,83762
117754,Female,35,88675
117755,Female,64,72223
117756,Male,50,103834
117757,Male,45,82220
117758,Female,54,97484
117759,Male,27,100910
117760,Male,26,81772
117761,Female,47,98616
117762,Female,27,78640
117763,Male,55,88086
117764,Male,60,109294
117765,Male,53,93359
117766,Female,62,85511
117767,Male,30,96006
117768,Male,56,93241
117769,Male,35,78850
117770,Male,26,111205
117771,Male,32,102886
117772,Female,26,58325
117773,Female,63,91938
117774,Male,36,78754
117775,Male,63,98880
117776,Male,38,78783
117777,Male,57,80849
117778,Male,34,112410
117779,Female,27,88265
117780,Male,26,83567
117781,Male,35,108937
117782,Male,26,101984
117783,Male,36,99376
117784,Female,28,80442
117785,Male,35,86543
117786,Female,52,72187
117787,Male,40,73551
117788,Male,65,74836
117789,Male,35,94451
117790,Female,36,97506
117791,Female,32,68245
117792,Male,55,81209
117793,Female,55,72081
117794,Female,59,95716
117795,Male,35,66782
117796,Male,47,92319
117797,Female,61,105681
117798,Male,40,101953
117799,Female,35,92596
117800,Female,39,80975
117801,Male,59,118466
117802,Male,61,105823
117803,Female,56,77636
117804,Male,32,103300
117805,Female,62,82385
117806,Female,43,101888
117807,Male,48,102724
117808,Male,44,94990
117809,Female,64,95911
117810,Male,58,103947
117811,Female,47,94479
117812,Male,64,102570
117813,Male,50,86831
117814,Female,54,80824
117815,Male,55,95604
117816,Female,52,76255
117817,Female,27,100330
117818,Male,63,90935
117819,Male,49,108034
117820,Female,48,85202
117821,Male,47,93432
117822,Male,38,115506
117823,Male,44,98778
117824,Female,58,82389
117825,Female,30,87354
117826,Male,37,105301
117827,Male,65,101362
117828,Female,29,86573
117829,Male,61,96223
117830,Male,40,83332
117831,Male,36,92052
117832,Male,37,91460
117833,Female,35,90354
117834,Female,40,80922
117835,Female,51,82767
117836,Male,26,107195
117837,Male,35,91516
117838,Female,44,82302
117839,Male,54,87375
117840,Male,43,100400
117841,Female,44,79559
117842,Female,57,99297
117843,Male,57,99847
117844,Male,62,90406
117845,Male,29,117105
117846,Male,64,73726
117847,Male,51,107264
117848,Male,35,90499
117849,Male,62,89747
117850,Female,63,120625
117851,Male,45,80944
117852,Female,37,88675
117853,Female,56,91559
117854,Male,55,102391
117855,Male,45,100717
117856,Male,38,96393
117857,Female,61,89696
117858,Male,44,98505
117859,Male,53,92322
117860,Male,63,117110
117861,Male,53,75304
117862,Female,49,79842
117863,Male,51,103544
117864,Female,32,89905
117865,Male,57,108501
117866,Female,32,75755
117867,Male,44,91656
117868,Female,28,94374
117869,Male,47,106487
117870,Female,65,85532
117871,Female,57,94794
117872,Male,44,103392
117873,Female,49,86713
117874,Male,36,90701
117875,Female,26,102677
117876,Female,55,83776
117877,Female,61,104815
117878,Male,64,83726
117879,Female,46,56534
117880,Male,50,87521
117881,Female,45,68427
117882,Female,26,93182
117883,Female,42,88813
117884,Male,29,96708
117885,Male,42,99131
117886,Male,39,93742
117887,Male,26,87011
117888,Male,32,83008
117889,Male,26,91017
117890,Female,63,72912
117891,Male,27,98048
117892,Male,58,93826
117893,Female,43,92946
117894,Female,63,71418
117895,Female,64,94052
117896,Male,50,84405
117897,Male,48,87537
117898,Male,41,99665
117899,Female,59,91110
117900,Male,41,105764
117901,Male,42,108770
117902,Female,27,88081
117903,Male,42,98490
117904,Male,30,95094
117905,Female,57,75857
117906,Female,50,88525
117907,Female,42,67793
117908,Male,36,98249
117909,Female,32,80861
117910,Male,53,80410
117911,Male,44,82644
117912,Male,32,93236
117913,Male,47,90254
117914,Female,39,79944
117915,Female,54,89942
117916,Female,29,88030
117917,Male,60,110252
117918,Male,28,89475
117919,Female,29,91293
117920,Female,40,85379
117921,Male,56,95332
117922,Male,40,87562
117923,Male,51,97444
117924,Male,62,87699
117925,Female,56,95811
117926,Female,44,82513
117927,Female,50,80267
117928,Male,29,93515
117929,Female,34,84604
117930,Male,58,95724
117931,Female,57,91408
117932,Female,38,75084
117933,Female,33,82060
117934,Female,40,81025
117935,Male,39,103542
117936,Male,28,89917
117937,Male,46,88296
117938,Male,44,99932
117939,Female,57,84961
117940,Male,48,102248
117941,Male,38,93667
117942,Male,63,106363
117943,Female,60,69257
117944,Female,39,88225
117945,Male,48,97722
117946,Male,46,85327
117947,Female,62,91963
117948,Male,29,100333
117949,Male,30,98411
117950,Female,47,94597
117951,Male,61,105375
117952,Male,53,84696
117953,Female,28,85379
117954,Female,32,95695
117955,Male,60,79900
117956,Male,46,97611
117957,Male,57,81386
117958,Male,51,99635
117959,Female,32,66491
117960,Female,42,81071
117961,Male,28,97914
117962,Female,45,95062
117963,Male,60,93011
117964,Female,39,85273
117965,Female,30,96325
117966,Male,42,104000
117967,Male,62,97378
117968,Female,61,87558
117969,Female,37,92051
117970,Male,28,105959
117971,Male,31,99342
117972,Female,60,75585
117973,Male,46,102202
117974,Male,58,91052
117975,Female,39,85698
117976,Male,55,89997
117977,Female,60,67615
117978,Female,31,94534
117979,Female,47,78822
117980,Male,29,83933
117981,Male,63,83892
117982,Female,40,87866
117983,Male,55,105856
117984,Male,25,85631
117985,Male,53,88744
117986,Male,56,94410
117987,Male,58,83002
117988,Male,57,101243
117989,Female,52,88210
117990,Female,48,92963
117991,Female,54,89935
117992,Female,55,95159
117993,Female,57,94812
117994,Female,38,97663
117995,Female,54,89665
117996,Male,46,97008
117997,Female,27,74780
117998,Female,33,67518
117999,Female,53,68830
118000,Male,45,100568
118001,Female,38,92224
118002,Male,35,93201
118003,Female,63,81925
118004,Male,51,98300
118005,Male,55,113289
118006,Male,56,114407
118007,Male,62,96334
118008,Male,25,107032
118009,Male,56,76289
118010,Female,61,84932
118011,Female,43,108341
118012,Female,40,84448
118013,Female,45,100209
118014,Female,43,91908
118015,Male,40,88285
118016,Male,38,108067
118017,Female,56,82897
118018,Male,29,86383
118019,Female,31,101255
118020,Male,64,92295
118021,Female,63,75963
118022,Male,58,102491
118023,Male,32,81673
118024,Male,58,97487
118025,Male,38,97364
118026,Female,36,80289
118027,Male,48,96520
118028,Female,58,79767
118029,Female,46,94293
118030,Male,27,111031
118031,Male,36,71226
118032,Female,49,71693
118033,Male,31,115347
118034,Female,30,71972
118035,Male,31,110741
118036,Female,35,66666
118037,Female,28,77173
118038,Male,34,90876
118039,Male,63,89275
118040,Male,56,108725
118041,Male,33,98263
118042,Female,47,86706
118043,Male,39,100962
118044,Female,45,81876
118045,Female,50,97081
118046,Male,37,98565
118047,Female,60,83775
118048,Female,47,76220
118049,Female,29,89791
118050,Male,51,88806
118051,Male,33,87315
118052,Male,60,93211
118053,Male,40,76928
118054,Female,26,94642
118055,Male,48,82011
118056,Female,51,77960
118057,Female,45,81534
118058,Male,64,98873
118059,Male,29,85712
118060,Male,36,84852
118061,Female,49,77131
118062,Female,46,83952
118063,Female,34,83415
118064,Male,54,107295
118065,Male,36,104356
118066,Female,64,78023
118067,Male,35,77340
118068,Male,30,93149
118069,Female,50,73920
118070,Male,42,104238
118071,Female,41,85702
118072,Female,62,86632
118073,Male,42,97682
118074,Female,45,97570
118075,Male,48,98253
118076,Male,49,77518
118077,Male,59,94220
118078,Male,33,90697
118079,Male,62,102565
118080,Male,61,90307
118081,Male,53,93259
118082,Female,27,92968
118083,Male,59,96762
118084,Male,53,100214
118085,Male,59,97431
118086,Female,58,79771
118087,Male,58,103577
118088,Male,39,102216
118089,Female,37,89054
118090,Male,45,98895
118091,Male,49,95336
118092,Male,48,103688
118093,Male,35,81574
118094,Male,59,104070
118095,Female,25,85331
118096,Female,65,76486
118097,Male,48,101304
118098,Female,44,73079
118099,Male,31,78302
118100,Female,33,97091
118101,Male,59,73124
118102,Female,60,100655
118103,Male,32,114965
118104,Male,45,92372
118105,Male,58,88185
118106,Male,31,87794
118107,Male,48,110557
118108,Male,37,85313
118109,Female,35,84167
118110,Male,62,71817
118111,Female,58,83152
118112,Female,64,87876
118113,Male,63,95953
118114,Male,30,81531
118115,Male,42,102328
118116,Male,39,103230
118117,Male,33,110625
118118,Female,62,84350
118119,Male,58,96791
118120,Female,33,85640
118121,Female,51,100072
118122,Male,56,92527
118123,Male,38,81077
118124,Male,50,94054
118125,Female,42,102936
118126,Male,50,94509
118127,Male,62,106337
118128,Female,28,81532
118129,Male,36,91644
118130,Male,51,93642
118131,Male,57,123888
118132,Female,60,82077
118133,Male,56,88853
118134,Male,58,102109
118135,Female,37,94217
118136,Female,32,77026
118137,Female,64,85816
118138,Female,48,75868
118139,Male,62,102964
118140,Male,43,91052
118141,Male,29,91286
118142,Female,28,96785
118143,Male,44,102112
118144,Female,44,76766
118145,Female,51,80189
118146,Male,32,93201
118147,Male,35,94172
118148,Female,35,92070
118149,Male,27,94786
118150,Female,52,69209
118151,Male,47,97990
118152,Female,58,81321
118153,Male,25,85371
118154,Female,39,95475
118155,Female,64,78745
118156,Female,55,71628
118157,Female,58,79427
118158,Male,37,111044
118159,Male,37,94779
118160,Female,35,94478
118161,Male,64,84345
118162,Male,36,76074
118163,Female,42,86802
118164,Male,26,89371
118165,Male,30,97686
118166,Male,63,107648
118167,Female,64,82364
118168,Male,44,92894
118169,Male,65,91226
118170,Female,62,90864
118171,Female,61,103625
118172,Male,41,94422
118173,Male,45,100788
118174,Female,44,85758
118175,Female,64,79132
118176,Male,41,109472
118177,Male,60,103280
118178,Male,35,102452
118179,Male,46,94178
118180,Female,58,73141
118181,Male,49,90949
118182,Male,60,95492
118183,Female,43,101573
118184,Female,52,79729
118185,Female,58,83240
118186,Female,52,80955
118187,Male,60,103449
118188,Female,33,80895
118189,Male,49,88488
118190,Female,32,75639
118191,Male,31,109065
118192,Female,63,95484
118193,Female,25,77796
118194,Female,58,92698
118195,Male,52,101313
118196,Female,40,82440
118197,Male,61,96367
118198,Female,37,67485
118199,Male,37,85816
118200,Male,65,96261
118201,Female,62,99474
118202,Male,44,100686
118203,Male,42,82436
118204,Female,57,70781
118205,Female,34,80945
118206,Male,25,85810
118207,Male,64,112853
118208,Male,45,109614
118209,Male,59,104778
118210,Female,36,83783
118211,Female,37,79494
118212,Male,56,83865
118213,Female,37,82159
118214,Male,28,99881
118215,Male,33,88232
118216,Male,64,90281
118217,Male,54,95640
118218,Female,36,86428
118219,Female,37,101366
118220,Female,63,93994
118221,Female,38,75884
118222,Male,33,92373
118223,Male,45,85749
118224,Male,47,97828
118225,Male,54,102330
118226,Female,54,73982
118227,Female,39,90101
118228,Female,43,86274
118229,Female,40,79239
118230,Female,55,88985
118231,Male,43,94340
118232,Female,34,93014
118233,Male,49,102476
118234,Male,43,92835
118235,Female,64,77234
118236,Male,51,95788
118237,Female,31,80854
118238,Female,48,92424
118239,Female,31,95335
118240,Male,56,91918
118241,Female,47,93818
118242,Male,40,86775
118243,Male,63,102397
118244,Female,49,101158
118245,Male,47,77762
118246,Male,32,106676
118247,Male,54,106992
118248,Female,31,74412
118249,Female,43,68566
118250,Female,32,81168
118251,Male,40,97877
118252,Male,63,111236
118253,Male,41,120853
118254,Male,63,101327
118255,Female,53,108708
118256,Female,55,102962
118257,Male,58,111174
118258,Male,42,101546
118259,Female,45,83100
118260,Male,53,88696
118261,Female,29,91580
118262,Male,62,66212
118263,Female,38,93885
118264,Female,62,94346
118265,Female,30,91531
118266,Male,57,85136
118267,Female,45,93171
118268,Male,33,96552
118269,Female,61,96723
118270,Male,28,131988
118271,Male,28,102316
118272,Male,57,107038
118273,Female,61,93089
118274,Male,53,107152
118275,Female,41,85442
118276,Female,26,91942
118277,Male,34,101798
118278,Male,62,99757
118279,Male,54,92846
118280,Male,38,89041
118281,Female,49,84860
118282,Female,55,88341
118283,Female,48,87648
118284,Female,36,93031
118285,Male,46,93398
118286,Male,57,89206
118287,Female,41,93711
118288,Male,59,102597
118289,Male,25,87749
118290,Female,42,72411
118291,Female,50,71529
118292,Male,40,86491
118293,Male,32,93307
118294,Male,28,102732
118295,Male,60,89823
118296,Female,50,96713
118297,Female,35,81558
118298,Female,34,95053
118299,Female,26,88143
118300,Male,46,102412
118301,Female,28,85252
118302,Female,41,97466
118303,Male,28,109053
118304,Male,35,97406
118305,Female,54,94181
118306,Female,32,86282
118307,Male,54,107609
118308,Female,61,68212
118309,Male,41,86690
118310,Male,26,92342
118311,Male,59,107058
118312,Female,36,65591
118313,Male,62,111788
118314,Female,46,68178
118315,Male,32,92000
118316,Male,32,108619
118317,Male,64,95053
118318,Female,43,72053
118319,Female,42,94306
118320,Female,43,93066
118321,Female,35,84978
118322,Male,41,100493
118323,Female,37,95417
118324,Female,37,94452
118325,Male,56,97106
118326,Male,26,102597
118327,Male,56,91709
118328,Male,40,98533
118329,Male,44,96692
118330,Male,48,89003
118331,Female,61,88577
118332,Female,25,91895
118333,Female,53,81767
118334,Female,64,82394
118335,Female,45,88068
118336,Female,28,83725
118337,Male,32,84377
118338,Male,49,91384
118339,Female,45,88342
118340,Male,40,94108
118341,Male,34,92007
118342,Female,57,83647
118343,Male,56,84782
118344,Female,30,82508
118345,Female,52,69204
118346,Female,34,90880
118347,Male,29,107602
118348,Female,60,93594
118349,Female,43,82520
118350,Male,26,82003
118351,Female,41,72889
118352,Female,64,83396
118353,Male,62,82563
118354,Male,38,110863
118355,Female,42,92823
118356,Male,26,104017
118357,Female,50,78056
118358,Female,34,96015
118359,Female,34,70562
118360,Female,49,75041
118361,Male,47,98599
118362,Female,45,72213
118363,Male,30,97507
118364,Male,31,83425
118365,Male,31,115720
118366,Female,43,69698
118367,Female,31,90769
118368,Female,38,86129
118369,Female,53,89402
118370,Male,41,85533
118371,Female,53,97447
118372,Male,52,92207
118373,Female,54,74413
118374,Female,42,95873
118375,Female,57,92704
118376,Male,58,116533
118377,Male,42,102298
118378,Male,53,81776
118379,Female,55,88344
118380,Male,32,90343
118381,Female,26,68649
118382,Male,51,118894
118383,Male,36,105061
118384,Male,52,100178
118385,Female,32,112233
118386,Female,40,86719
118387,Male,59,85198
118388,Male,33,109540
118389,Male,62,90000
118390,Female,51,108507
118391,Female,36,99926
118392,Male,53,91597
118393,Male,31,81285
118394,Male,44,100501
118395,Male,65,99748
118396,Male,36,99256
118397,Male,52,108305
118398,Male,51,99773
118399,Male,64,98482
118400,Female,51,78160
118401,Female,59,83572
118402,Male,54,99873
118403,Male,41,112742
118404,Male,29,77614
118405,Male,63,104207
118406,Male,52,105891
118407,Male,57,89634
118408,Male,51,92087
118409,Male,36,89852
118410,Female,41,76326
118411,Male,54,87621
118412,Female,48,74315
118413,Male,61,96486
118414,Male,52,90108
118415,Male,28,105455
118416,Male,48,79330
118417,Male,42,93616
118418,Female,64,79880
118419,Male,47,72000
118420,Male,52,97013
118421,Male,35,101969
118422,Male,48,95819
118423,Female,52,79840
118424,Male,45,76333
118425,Female,30,84880
118426,Female,51,75702
118427,Male,43,107006
118428,Female,43,81184
118429,Female,42,83572
118430,Female,48,77716
118431,Female,43,100698
118432,Female,53,90890
118433,Male,33,106062
118434,Female,55,81651
118435,Male,57,111454
118436,Female,31,73250
118437,Male,62,101274
118438,Female,58,101542
118439,Female,48,87717
118440,Male,40,98541
118441,Male,48,107463
118442,Female,51,82522
118443,Female,27,90207
118444,Female,56,78792
118445,Female,49,87151
118446,Male,62,86780
118447,Female,60,76905
118448,Male,27,113886
118449,Male,27,101626
118450,Female,44,81447
118451,Male,64,113361
118452,Male,62,105870
118453,Female,35,73472
118454,Female,60,76118
118455,Male,54,92553
118456,Male,27,82204
118457,Male,57,99056
118458,Male,46,96465
118459,Male,52,80363
118460,Male,53,90581
118461,Female,30,70737
118462,Female,39,94023
118463,Female,39,81846
118464,Male,47,96404
118465,Male,51,85178
118466,Male,31,108325
118467,Female,47,77742
118468,Male,42,99419
118469,Female,62,79658
118470,Female,49,97012
118471,Male,28,114241
118472,Male,32,93356
118473,Male,32,94137
118474,Female,29,93339
118475,Female,35,71579
118476,Female,60,96800
118477,Female,36,74631
118478,Male,44,110636
118479,Female,47,102797
118480,Female,31,93188
118481,Male,26,89768
118482,Male,27,97467
118483,Female,39,93295
118484,Female,63,88782
118485,Male,35,81362
118486,Male,45,102398
118487,Male,58,98014
118488,Female,44,74853
118489,Female,56,74227
118490,Male,44,100423
118491,Male,62,90779
118492,Female,61,76245
118493,Female,31,83058
118494,Female,53,101303
118495,Female,30,64356
118496,Male,46,94021
118497,Male,35,97373
118498,Male,27,99859
118499,Female,60,91546
118500,Male,49,106899
118501,Female,36,81051
118502,Female,27,95673
118503,Female,50,88904
118504,Female,62,65444
118505,Male,51,95306
118506,Female,64,78418
118507,Female,44,91107
118508,Female,55,91729
118509,Male,43,99100
118510,Female,48,99071
118511,Female,37,91568
118512,Male,60,94951
118513,Female,58,76207
118514,Male,26,95695
118515,Male,62,88669
118516,Male,59,83858
118517,Female,64,89807
118518,Male,57,87429
118519,Female,48,78666
118520,Male,26,84128
118521,Male,36,89573
118522,Male,34,86009
118523,Male,44,101850
118524,Male,28,84611
118525,Male,55,83371
118526,Female,47,94478
118527,Male,38,96912
118528,Female,34,78626
118529,Male,42,86818
118530,Female,27,92838
118531,Male,28,111960
118532,Male,57,89817
118533,Male,39,84732
118534,Male,58,104911
118535,Male,31,88730
118536,Male,51,120406
118537,Male,62,83666
118538,Male,26,95740
118539,Female,32,53410
118540,Male,51,96413
118541,Male,56,98523
118542,Female,50,71392
118543,Female,32,93327
118544,Female,60,87210
118545,Male,37,104149
118546,Female,26,94412
118547,Male,57,92533
118548,Male,32,109638
118549,Male,63,102886
118550,Female,42,97469
118551,Female,54,106831
118552,Male,55,92954
118553,Female,65,81381
118554,Female,36,98422
118555,Female,56,106964
118556,Male,63,89354
118557,Female,42,91821
118558,Female,55,96606
118559,Male,47,106569
118560,Female,40,70769
118561,Female,55,77060
118562,Male,47,104054
118563,Female,33,90773
118564,Female,42,84180
118565,Male,36,102403
118566,Male,57,101784
118567,Female,54,101630
118568,Female,51,81681
118569,Male,56,91518
118570,Female,51,86792
118571,Female,54,95694
118572,Male,40,115669
118573,Female,30,92349
118574,Male,62,90084
118575,Female,46,95478
118576,Male,43,92458
118577,Male,61,84506
118578,Male,58,105496
118579,Female,41,93860
118580,Female,60,72048
118581,Female,58,89162
118582,Female,37,91618
118583,Female,32,87251
118584,Male,59,114069
118585,Female,33,75678
118586,Female,30,92455
118587,Female,44,97865
118588,Female,28,77734
118589,Female,58,111187
118590,Male,60,103756
118591,Female,29,107582
118592,Male,61,102884
118593,Female,32,97610
118594,Male,26,85303
118595,Female,32,92544
118596,Male,30,97185
118597,Male,40,110404
118598,Male,46,101798
118599,Female,54,67365
118600,Male,28,81898
118601,Male,63,94343
118602,Male,48,92775
118603,Male,28,83173
118604,Male,49,107644
118605,Male,53,91645
118606,Male,56,83001
118607,Male,59,75043
118608,Female,63,83599
118609,Male,62,89309
118610,Female,56,68768
118611,Male,25,99867
118612,Male,64,91979
118613,Male,40,92716
118614,Female,55,59876
118615,Male,27,112858
118616,Female,48,73753
118617,Male,46,87908
118618,Male,44,94711
118619,Male,27,81146
118620,Female,47,79075
118621,Female,32,109137
118622,Female,43,85909
118623,Male,36,102254
118624,Male,58,91909
118625,Male,65,95005
118626,Male,60,108195
118627,Male,63,105356
118628,Female,44,92400
118629,Male,43,93973
118630,Male,30,96256
118631,Male,29,85313
118632,Female,65,80400
118633,Male,50,94290
118634,Female,62,79791
118635,Male,32,121340
118636,Male,65,117569
118637,Female,28,86443
118638,Female,39,84017
118639,Female,27,92917
118640,Male,63,90084
118641,Male,65,105733
118642,Female,46,77246
118643,Male,39,86258
118644,Male,57,104314
118645,Female,31,85227
118646,Female,54,63409
118647,Male,61,87307
118648,Female,50,91971
118649,Male,56,96572
118650,Male,58,108845
118651,Female,43,72648
118652,Male,29,93644
118653,Female,36,83557
118654,Male,37,86122
118655,Male,56,92330
118656,Female,63,87497
118657,Male,49,89255
118658,Male,27,92314
118659,Female,65,93714
118660,Male,39,88904
118661,Male,33,105270
118662,Male,43,93417
118663,Female,31,68626
118664,Female,45,83489
118665,Female,61,99599
118666,Male,59,97283
118667,Female,62,88997
118668,Male,46,89906
118669,Male,34,120377
118670,Male,44,97914
118671,Male,64,84841
118672,Male,62,93511
118673,Female,53,90756
118674,Female,32,90397
118675,Male,59,101717
118676,Male,30,93108
118677,Male,26,100161
118678,Male,48,77594
118679,Female,54,90001
118680,Female,47,101003
118681,Female,55,92484
118682,Male,37,78401
118683,Male,63,88573
118684,Male,44,86616
118685,Male,50,88949
118686,Female,43,94020
118687,Female,45,75257
118688,Male,27,80825
118689,Male,53,91734
118690,Male,31,79199
118691,Male,35,102880
118692,Female,26,82304
118693,Female,65,92106
118694,Male,37,99405
118695,Male,58,89006
118696,Female,45,73052
118697,Male,40,96842
118698,Male,37,102764
118699,Male,65,93630
118700,Male,55,110440
118701,Female,26,99731
118702,Female,26,77819
118703,Female,56,104789
118704,Female,30,71900
118705,Male,62,94889
118706,Female,29,61672
118707,Male,57,78680
118708,Male,35,103490
118709,Male,46,100198
118710,Female,50,86897
118711,Female,52,91000
118712,Male,49,97519
118713,Male,43,89808
118714,Male,41,90468
118715,Male,31,94525
118716,Male,39,108224
118717,Female,36,73419
118718,Female,44,92979
118719,Female,33,74272
118720,Male,30,106494
118721,Female,46,80808
118722,Female,58,75061
118723,Female,63,72602
118724,Female,52,77218
118725,Male,42,103240
118726,Female,63,75939
118727,Male,54,96712
118728,Male,40,94178
118729,Female,44,88568
118730,Male,35,83332
118731,Female,58,91140
118732,Male,33,81397
118733,Male,42,99016
118734,Male,27,80542
118735,Male,32,97294
118736,Male,25,89817
118737,Male,29,93754
118738,Male,40,105403
118739,Male,31,104753
118740,Female,54,73354
118741,Female,52,74735
118742,Female,35,76028
118743,Male,62,108970
118744,Male,41,103695
118745,Male,26,97291
118746,Female,29,70361
118747,Male,60,93095
118748,Male,65,104932
118749,Female,45,83218
118750,Female,29,81346
118751,Female,64,89047
118752,Female,56,89162
118753,Male,28,95319
118754,Male,50,114775
118755,Female,56,86504
118756,Male,39,92802
118757,Female,56,97202
118758,Male,33,112914
118759,Male,38,102089
118760,Male,41,97134
118761,Female,43,87898
118762,Female,55,94745
118763,Male,40,97074
118764,Female,37,82301
118765,Male,36,104768
118766,Male,32,105114
118767,Female,54,93646
118768,Male,53,90737
118769,Female,45,87531
118770,Male,45,87334
118771,Female,48,88350
118772,Male,42,92848
118773,Female,63,81820
118774,Male,61,95167
118775,Male,57,99143
118776,Female,26,91324
118777,Male,29,102472
118778,Male,38,92789
118779,Male,45,103891
118780,Male,41,88119
118781,Female,53,88882
118782,Female,43,87289
118783,Male,34,84920
118784,Female,46,76778
118785,Female,54,89283
118786,Male,36,74929
118787,Male,29,80202
118788,Male,27,107723
118789,Female,42,75511
118790,Female,26,81128
118791,Male,41,103025
118792,Male,43,107637
118793,Female,64,80669
118794,Female,49,90064
118795,Female,59,104568
118796,Female,51,88885
118797,Female,43,92989
118798,Male,58,97101
118799,Female,64,88845
118800,Female,62,88276
118801,Female,62,75479
118802,Female,49,93627
118803,Female,41,80011
118804,Female,32,109466
118805,Female,25,82124
118806,Female,29,77262
118807,Male,65,86160
118808,Male,58,98337
118809,Female,29,106989
118810,Male,63,102538
118811,Female,45,86815
118812,Male,43,94820
118813,Female,59,97748
118814,Male,30,84984
118815,Male,46,79260
118816,Male,47,112039
118817,Female,60,84479
118818,Female,61,97125
118819,Male,43,84295
118820,Female,30,74878
118821,Male,47,110440
118822,Male,47,101227
118823,Female,26,85396
118824,Male,56,89016
118825,Male,46,76335
118826,Female,65,98224
118827,Female,63,102552
118828,Female,33,85952
118829,Female,56,88075
118830,Male,57,84781
118831,Female,53,83252
118832,Male,34,86320
118833,Male,60,74400
118834,Male,50,91003
118835,Male,52,91108
118836,Female,44,82468
118837,Male,35,102990
118838,Male,34,106302
118839,Male,27,85552
118840,Female,46,77788
118841,Male,25,108592
118842,Female,38,88203
118843,Female,53,80185
118844,Female,51,90950
118845,Female,48,88135
118846,Female,59,78610
118847,Male,28,69944
118848,Male,52,89918
118849,Female,33,95105
118850,Male,59,100098
118851,Female,33,98601
118852,Male,39,78284
118853,Male,31,89790
118854,Female,47,85974
118855,Female,62,78624
118856,Male,55,102214
118857,Male,48,89144
118858,Male,52,99622
118859,Female,39,80054
118860,Male,61,105712
118861,Male,30,110045
118862,Male,56,106803
118863,Male,63,90574
118864,Female,27,79208
118865,Female,30,77655
118866,Female,48,86950
118867,Male,39,99541
118868,Male,38,97271
118869,Male,36,95787
118870,Female,51,58761
118871,Female,47,74211
118872,Male,48,107891
118873,Male,27,82520
118874,Female,33,96203
118875,Male,36,100345
118876,Female,64,85240
118877,Male,49,107008
118878,Male,34,102486
118879,Female,48,78341
118880,Female,47,76570
118881,Male,56,73195
118882,Male,25,99934
118883,Female,44,92649
118884,Female,65,96941
118885,Female,56,78926
118886,Male,41,99037
118887,Female,48,100696
118888,Male,44,92728
118889,Female,49,90015
118890,Male,41,77495
118891,Female,32,67011
118892,Female,46,84638
118893,Male,64,89752
118894,Female,63,91354
118895,Male,40,86015
118896,Female,42,83136
118897,Male,28,108349
118898,Male,31,99073
118899,Female,34,86520
118900,Female,64,74230
118901,Female,38,94287
118902,Male,62,89218
118903,Female,44,83769
118904,Male,29,97126
118905,Male,35,84880
118906,Female,37,78882
118907,Male,54,93112
118908,Male,29,114353
118909,Female,55,75535
118910,Female,40,84993
118911,Male,49,93013
118912,Female,31,73951
118913,Male,28,99781
118914,Male,39,104311
118915,Male,52,84606
118916,Female,56,104663
118917,Female,40,81260
118918,Male,28,75158
118919,Female,41,91745
118920,Female,54,93503
118921,Male,54,81083
118922,Male,56,82015
118923,Male,44,88809
118924,Female,64,76130
118925,Female,37,74918
118926,Male,61,90605
118927,Male,44,100862
118928,Female,63,71418
118929,Female,41,85809
118930,Male,58,96777
118931,Female,51,89818
118932,Female,51,73369
118933,Male,34,104580
118934,Female,51,90385
118935,Female,44,79206
118936,Male,55,95186
118937,Male,30,86718
118938,Female,56,91538
118939,Male,37,82911
118940,Male,27,97172
118941,Male,34,81348
118942,Male,59,100796
